N,P,K,temperature,humidity,ph,rainfall,label
40,132,202,24.57558431,80.70695797,5.9718130060000005,69.706113,grapes
31,79,24,23.18864385,22.3104551,5.664587011,99.9834242,kidneybeans
16,120,196,29.70931288,96.30484325,6.053662544,69.81855775,watermelon
22,78,19,25.02887163,91.53720624,7.1084501210000015,67.47677295,coconut
18,23,47,23.71028128,89.61794165,6.770434148,42.91292205,pomegranate
82,22,48,26.44600063,98.29937782,6.170520517999999,24.44267592,coconut
38,5,33,20.33691147,89.38003827,6.234458417000001,204.7206567,pomegranate
58,55,51,27.82592799,67.58618829999999,6.676578778,135.16945249999998,blackgram
27,48,21,26.44600063,98.29937782,7.021667141,69.93293255,coconut
0,27,29,22.44581266,89.90147027,5.832608027999999,201.8258633,pomegranate
18,55,23,23.9989826,56.31006755,6.98571967,136.82743119999998,pigeonpeas
1,58,15,17.34150229,18.75626255,7.802212437,40.74536757,chickpea
107,11,54,28.59052369,91.33617236,6.094016337999999,29.44008034,watermelon
19,26,26,26.93141945,98.80313612,6.25449571,171.6262299,coconut
29,21,13,23.40981539,93.13277,7.8546243,108.0230792,pomegranate
91,21,28,26.33377983,57.36469955,7.205078785,139.8619431,coffee
104,17,55,25.7131428,80.22972777,6.451499763999999,44.63907691,watermelon
28,48,21,22.10621387,91.34039616,6.602888248999999,63.57445989,pomegranate
23,5,12,21.20725375,94.26304717,7.628472891,262.7173405,pomegranate
2,27,34,24.17093241,58.25204566,5.864623352000001,198.8298806,mothbeans
32,55,16,26.45707778,56.40226277,6.54803469,35.03484812,mothbeans
14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,coffee
84,29,49,29.94349168,93.90741192,6.8224282,90.15406807,muskmelon
22,42,22,22.92052307,85.12912161,4.674941549,91.72084869,pomegranate
31,20,10,22.14464104,93.82567435,6.976997772000001,106.060149,apple
96,86,48,29.90888522,76.98740841,5.7074889870000005,90.66727868,banana
31,24,38,24.96273236,52.40501423,6.4973666770000005,109.4169192,pomegranate
72,38,43,26.56767277,80.90424543,6.700337732,21.13545688,jute
90,92,48,27.00932084,80.18546798,6.520445317,114.2005455,banana
32,41,35,28.63618921,61.39451307,6.043304899,197.9791215,mothbeans
33,7,33,22.6265115,65.77472881,6.137102505,141.3220576,maize
95,75,50,28.98333432,82.95958244,5.507641777999999,98.12565829,banana
114,94,55,26.33544853,76.8532006,6.190757458999999,118.6858263,banana
9,8,15,14.34320488,94.35734702,7.994465371,110.2223115,orange
28,49,25,27.4818649,62.04814951,5.948164454,119.6404412,lentil
119,7,55,25.99069521,83.33983116,6.215109715,283.9338466,banana
29,35,18,28.347161100000005,53.53903102,6.252797547999999,91.76337172,mango
86,57,19,27.81530456,87.6569446,6.208843215,195.5697875,watermelon
66,20,10,19.0781471,69.02298571,7.907956251,108.82891709999998,maize
40,143,201,32.81582,82.72828653,6.476757723,66.70016285,mango
115,31,26,24.22984659,67.37768353,5.395275719,100.2160615,coffee
37,73,20,29.50304807,63.46513414,5.391560417999999,162.59277230000004,pigeonpeas
29,51,24,24.31334971,87.47409052,7.39389918,61.32935611,watermelon
112,17,29,27.62975458,61.26002598,6.777417989,196.6492664,coffee
39,23,31,27.10134661,93.69979946,4.757114897,98.67527561,coconut
101,75,49,26.59386409,81.40740301,6.242528277999999,109.9825551,banana
108,60,17,22.75805656,76.75768356,5.983952675,101.7004306,cotton
98,8,51,26.1793464,86.52258079,6.399669044,55.74073582,watermelon
117,86,48,28.6956201,82.54195839,6.2252286239,116.1616839,banana
99,15,45,27.0424167,57.27927475,6.451499763999999,44.63907691,coffee
31,29,35,27.18722822,92.19906776,6.137102505,141.3220576,coconut
14,29,38,35.63627319,48.97047762,6.107244131,83.9615762,mango
18,55,23,21.9989826,56.31006755,6.98571967,136.82743119999998,grapes
8,8,29,26.22338015,85.34866045,5.955742971,218.0055713,watermelon
10,139,205,25.86632408,84.42379269,6.155939452999999,116.6912176,banana
23,41,24,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans
0,70,20,35.89855625,54.25964196,5.623490042999999,147.03614419999997,mango
120,48,16,24.23850608,54.30329632,7.7232401510000015,72.49800885,coffee
13,67,25,30.5753044,34.75591197,6.521667141,69.93293255,pigeonpeas
122,48,22,24.65425757,75.6350708,8.634929739,55.51932414,cotton
17,59,23,18.416700100000003,23.42829938,5.902033406,63.38208822,kidneybeans
27,72,17,19.92889503,21.79992115,5.7121847888,42.10681516,kidneybeans
117,76,47,25.56202173,77.38229006,6.11923225,136.3027766,banana
33,58,81,35.45790488,68.75810535,6.4084378860000015,68.4951189,pigeonpeas
95,8,50,23.26237612,72.33125523,6.222390797999999,122.7418744,maize
25,17,35,18.91251245,87.74938524,5.843005428,103.1969341,pomegranate
0,55,22,22.98666928,20.57940608,5.916779289,143.85849380000005,pigeonpeas
110,21,45,26.63838589,84.69546874,6.189213927000001,48.32428609,watermelon
80,21,26,24.44158829,90.14362622,7.235070264,144.68613359999995,watermelon
24,80,19,16.71170642,19.17651433,5.962001484,36.10211371,kidneybeans
71,46,42,20.2801937,82.1235421,6.475339,104.3739878,rice
20,30,30,27.81005614,51.59445462,6.37466756,209.84539930000005,mango
16,143,204,25.51618488,94.33461177,5.631333387000001,121.8961665,coconut
106,29,54,27.1994597,78.80860679999998,5.9999383,36.99362831,banana
80,18,31,21.02952505,58.84880599,7.303033217,134.6803969,coffee
21,30,44,15.78144173,92.51077745,6.12476108,103.0295938,orange
69,55,38,22.70883798,82.63941394,5.70080568,271.3248604,jute
40,29,29,29.34317422,60.50320928,7.238109556,197.6439711,mothbeans
106,60,53,27.1994597,78.80860679999998,5.91505509,99.72430835,banana
18,23,50,23.71028128,89.61794165,6.435917308,91.06493353,pomegranate
1,8,25,27.5136304,94.18955816,5.982854522999999,195.787103,coconut
62,9,10,27.31155708,99.96906006,7.995848977,107.4287664,coconut
40,22,39,27.55821802,99.98187601,6.431265737,109.8076178,coconut
90,86,43,25.85036988,81.95580471,6.490074429,108.66464,banana
1,62,24,29.34594634,85.60472562,6.436314406,134.83703480000003,mungbean
118,21,34,24.42998931,86.33904774,7.234258375,119.6324109,watermelon
4,18,37,22.9184322,85.40695044,7.13147457,106.2817706,pomegranate
17,64,16,36.75087487,58.25799145,5.918263801,102.4852929,mothbeans
79,43,39,27.10710832,50.70880979,6.215109715,283.9338466,mango
4,29,42,22.67594476,93.36348717,6.640470862999999,26.0365768,maize
37,27,31,27.552973600000005,47.90859131,6.691541233,126.1752206,mango
31,70,16,20.88818675,14.32313811,6.54803469,35.03484812,chickpea
27,139,199,29.36792366,76.24900101,5.7983508000000015,102.2648546,banana
106,9,52,28.89578588,94.78993038,6.740983646,25.21609113,muskmelon
37,11,10,24.24779615,85.56033312,6.465913274,106.362551,pomegranate
84,40,40,26.2830571,73.35763537,6.386259977999999,169.33884650000005,jute
125,60,17,24.14386157,84.51591287,7.4250413160000015,83.46532547,cotton
111,5,45,25.46743689,69.35161206,6.189213927000001,48.32428609,coffee
11,53,19,28.52396666,55.77264351,6.005242945,32.55919573,mothbeans
14,21,32,29.52501367,91.91185319,6.2185718739999984,224.4016682,coconut
26,50,24,27.3179125,51.66921088,7.991902443,33.95825723,mothbeans
23,5,12,21.20725375,94.26304717,7.628472891,262.7173405,pomegranate
22,42,85,25.54249137,56.96640758,7.489545074,79.45758333,mothbeans
38,36,21,28.02952623,84.8845732,6.521623545,93.92375879,mungbean
8,77,20,26.44600063,98.29937782,5.721667141,69.93293255,coconut
37,7,15,25.61294367,94.3138837,7.825531916,115.7659902,coconut
111,35,35,25.46743689,69.35161206,6.709668804,234.496633,coffee
83,29,35,25.70822684,52.88667115,5.064613314,98.46768642,coffee
20,19,35,26.81530104,50.62161586,6.113935087000001,98.00687989,blackgram
37,74,15,21.92360104,18.22590825,5.582178402,62.7089169,kidneybeans
39,132,203,35.83089092,83.32560104,5.895319002000001,123.6495149,grapes
13,58,15,30.5753044,34.75591197,7.539873681,248.2256491,pigeonpeas
36,27,27,26.58413917,95.78923137,5.6995869720000005,95.85118326,coconut
0,23,26,22.56664172,93.37488907,5.7084096010000005,145.9298935,orange
109,29,26,23.26316991,60.51600210000001,7.261313694,191.6549412,coffee
40,11,44,24.45840036,86.10874614,6.3223960278,25.59396123,pomegranate
60,38,19,18.41932981,64.23580251,7.238566893,64.61444234,maize
28,55,16,29.65021184,80.29868321,7.661537347999999,55.053805,mungbean
19,51,25,26.80474415,48.23991436,6.320768488,56.68833819,mothbeans
38,19,31,34.73823882,49.08864345,5.855492921,66.48339303,mango
33,143,197,21.1316077,91.95769858,6.321152192,122.233323,apple
64,35,16,23.02038334,61.89472002,6.272417541,83.73280082,maize
85,52,34,26.31355498,82.36698992,6.392048018,171.37544619999997,rice
20,55,16,29.93964907,54.61813464,7.581442888,62.26242533,mothbeans
19,51,25,26.80474415,48.23991436,6.726469087999999,61.19250859,mothbeans
26,23,38,22.92052307,85.12912161,6.988035315,110.2437841,pomegranate
113,28,49,26.03967219,83.9862443,6.130160472999999,23.49535234,watermelon
24,76,24,15.33042636,24.91506728,5.56503533,135.3315583,kidneybeans
13,72,77,24.32116642,21.0278674,7.416245107000001,298.40184710000005,kidneybeans
91,56,18,25.13735887,89.28272716,6.814410927999999,72.49507741,watermelon
18,14,40,19.44623085,89.02127045,5.627186257000001,106.1606833,pomegranate
39,30,30,20.12644921,87.59629625,5.403908327999999,100.7720705,pomegranate
11,53,38,28.52396666,55.77264351,5.01450727,270.4417274,mothbeans
18,58,16,21.47607807,38.80023714,4.962661422000001,136.0456753,pigeonpeas
0,19,19,27.1326009,95.23797989,6.234458417000001,204.7206567,coconut
114,27,34,24.99451759,57.93250202,6.42321105,122.2103248,coffee
35,41,17,28.70562673,81.59200689,7.085982325,36.45012824,mungbean
99,6,53,28.61475136,94.22253035,5.78270695,106.12454,muskmelon
85,95,49,25.94019018,78.3422098,5.694243847,119.4765557,banana
98,18,26,27.56088634,68.49299897,6.516312148,167.43580749999995,coffee
9,59,25,20.43517772,39.37252634,5.792744849,69.63833855,pigeonpeas
38,14,29,26.92449525,91.20106019,5.8607404810000014,147.8888994,coconut
0,12,7,20.18432267,90.65458473,6.969249676,116.8130969,orange
69,51,43,22.21738222,72.85462807,5.658169482000001,126.6738117,jute
22,29,43,24.88244467,89.39686219,6.427726565,174.5071843,pomegranate
21,26,26,27.00315545,47.67525434,5.6995869720000005,102.2708231,mango
104,73,46,28.1400919,80.1190228,6.2823615687,117.1311498,banana
0,55,19,22.98666928,20.57940608,7.18530147,54.73367631,pigeonpeas
27,62,25,25.96308415,82.57813624,5.821194486,60.27552528,grapes
18,9,20,19.44623085,89.02127045,6.600948787999999,119.6946577,pomegranate
39,25,14,18.90223032,94.99897537,7.781988584,113.3302105,pomegranate
16,35,31,32.27652024,50.19368841,6.766362570000005,101.7004306,papaya
27,24,35,26.61423461,96.97300803,6.121005506,194.3100272,coconut
40,26,42,24.63228709,89.01574455,7.104094929,110.6956184,pomegranate
10,59,19,29.03167341,93.12603235,7.1084501210000015,67.47677295,muskmelon
8,59,21,29.50523036,35.72032498,9.160691747,55.60523179,pigeonpeas
99,56,44,24.10859207,73.13112261,6.109478059,168.0432262,maize
9,25,26,24.81530144,91.90842992,4.754435025,99.642454,pomegranate
102,73,54,26.4020228,84.41007614,5.720726906,111.0162259,banana
101,87,25,29.07311132,76.50045221,5.750254943,109.2162279,banana
27,27,34,26.44600063,98.29937782,6.352076757,182.4931268,coconut
12,27,26,29.09382275,45.5661059,5.702484758,212.867626,mango
116,71,46,27.57278064,82.0638878,6.435785799,91.34254507,banana
93,83,48,29.38254012,83.50423735,6.195152442,91.46442491,banana
30,41,20,24.83206631,44.17085032,7.034214276,38.7976407,mothbeans
33,47,17,24.86803974,48.27531965,8.621534073,63.9187654,mothbeans
23,30,31,28.98545306,90.73966792,5.718120393,148.8398374,coconut
106,49,16,23.03887865,76.47039772,6.54803469,35.03484812,cotton
95,75,50,28.08166093,75.26429821,5.674403358999999,90.43495443,banana
11,36,19,35.99009679,52.22780489,5.978634285,95.3713484,banana
37,78,20,31.1006247,44.82069159,7.354286985,70.79934452,mothbeans
50,60,54,32.57720726,92.74889453,6.92791761,93.7942847,papaya
10,64,20,28.65456263,79.28693687,6.991242362000001,131.2116167,banana
27,40,23,27.84026517,89.99615558,5.906596905,160.33374469999995,mungbean
29,36,25,28.28511547,88.4393979,5.907930899,72.8290267,mungbean
29,63,16,30.04132304,63.56222995,6.666380512000001,50.66487502,mothbeans
90,22,47,25.97482359,69.36385721,6.341400922,28.83568362,maize
74,56,17,18.28362235,66.65952796,6.47444292,105.0083144,maize
81,36,44,23.76554749,87.98329901,5.9353444060000005,182.6549356,jute
98,22,47,28.50265321,91.91533173,6.341400922,28.83568362,muskmelon
89,60,22,25.19192419,66.69029010000001,5.947448589,71.94608134,maize
9,79,17,21.65845777,63.58337146,7.240988401,47.01510708,lentil
30,20,77,22.59890174,93.16343942,7.485996067,88.55123143,pomegranate
25,30,16,22.31944084,90.85174383,7.300410836,260.8875056,apple
26,63,17,29.87854588,65.73085206,6.233269045,38.30411077,lentil
117,34,26,24.83846178,56.7685316,5.395275719,100.2160615,coffee
33,73,20,29.23540524,59.38967583,5.811314232000001,61.13872036,pigeonpeas
19,51,25,26.80474415,48.23991436,7.130278657000001,48.56690235,mothbeans
3,26,29,24.38318965,91.19431555,6.206077742000001,162.8432736,pomegranate
26,68,25,28.04849594,64.07691942,5.819403771,84.06354115,lentil
28,136,200,23.06204373,92.39544055,6.245858905,218.09088140000003,apple
60,59,25,31.86847286,66.74217464,6.550563822999999,79.74078719,blackgram
89,21,34,26.44414097,53.83876189,6.811291098,89.74409017,coffee
2,39,15,28.07219563,82.9116472,6.478557136,49.6232233,mungbean
27,79,17,26.44600063,98.29937782,6.610441476,53.46622584,coconut
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,coffee
32,70,20,20.89342749,46.24856523,4.608695247,176.4134092,pigeonpeas
74,41,45,25.75734909,88.36668522,6.025028997000001,189.4263485,jute
103,23,51,25.11189154,80.02621335,6.106500787000001,40.228644,watermelon
31,29,35,27.18722822,92.19906776,6.137102505,141.3220576,coconut
21,26,26,27.00315545,47.67525434,5.6995869720000005,102.2708231,mango
3,58,21,25.36140529,46.82652785,9.160691747,55.60523179,mothbeans
116,38,27,23.29250318,50.04557009,4.94216212,99.52842192,coffee
119,88,55,25.18780042,83.44621709,6.127499832000001,65.3973168,watermelon
99,6,52,27.41711238,56.63636248,6.419083092,28.22908103,coffee
37,64,25,17.48189735,18.8251973,6.734447425,70.25496749,kidneybeans
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,mothbeans
104,23,51,26.98212846,86.70068316,6.106500787000001,40.228644,watermelon
26,71,23,24.17093241,58.25204566,7.10959773,150.87122019999995,mothbeans
30,13,33,27.15116142,91.48889469,5.85971872,205.5463111,coconut
0,25,9,19.33516809,91.97978938,6.361671475,116.450422,orange
86,79,45,27.81251452,82.69285419,5.80466417,99.20961514,banana
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,mungbean
116,81,54,26.42313317,83.69950440000002,6.275384607,91.73358569,banana
34,54,23,31.2119298,41.55934359,6.98571967,136.82743119999998,mothbeans
8,28,36,25.51618488,94.33465411,6.804781106,102.5184759,coconut
5,25,14,30.72119881,94.01331956,7.101661011,195.7733251,orange
80,18,31,23.02952505,58.84880599,7.303033217,134.6803969,coffee
81,34,6,25.17787724,62.26244581,7.714153037999999,90.82097601,coffee
27,41,20,31.70447482,56.85420099,7.432043735,86.84998693,mothbeans
22,18,31,30.764551500000003,47.93791463,6.205931637999999,134.84190690000003,mango
89,25,53,27.04863538,91.34685096,6.375923383,25.08146686,muskmelon
7,5,54,19.75088482,88.71691157,6.159020864,27.26588346,pomegranate
29,57,17,25.60973447,50.7330069,6.0521848810000005,53.12442925,mothbeans
35,57,18,27.0956288,42.26206161,7.12851089,50.46746116,mothbeans
24,14,33,30.573999,58.22686794,6.095261012999999,171.9457959,mothbeans
107,21,47,22.04612876,84.62978302,6.186770318,24.69720481,cotton
25,12,22,28.56973521,95.67906668,7.887658711,48.46797044,coconut
11,53,23,28.52396666,55.77264351,5.875333778,44.94317432,mothbeans
24,37,20,30.573999,58.22686794,7.251000789,73.40452716,mothbeans
71,41,40,26.124926,61.89082199,6.130136384,183.8270791,coffee
94,94,46,23.39128187,61.74427165,6.721130542999999,127.2509777,maize
2,51,16,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans
106,21,45,25.627355,57.04151119,6.220643671,112.0777152,coffee
93,22,26,26.58740671,81.32563243,5.901495543999999,149.2220255,watermelon
76,47,45,20.08369642,83.29114712,6.576261427,88.46607497,rice
27,61,19,25.8320291,67.10004577,5.970458434,65.43835393,watermelon
23,6,7,29.18032562,92.73041222,6.22094286,119.3941064,coconut
36,38,21,28.36319404,84.8593608,6.524478032,107.4931917,mungbean
37,79,17,25.79490531,93.84150618,5.98797643,180.716828,coconut
114,20,51,29.34081108,94.5513539,6.792035575,44.2068997,muskmelon
97,74,50,26.47522633,78.51833782,5.915568968,98.21747528,banana
26,45,17,29.98835437,49.60384796,7.26154329,66.47264636,mothbeans
107,71,55,29.42017919,83.96754496,6.088064451,117.81292,banana
37,36,26,27.552973600000005,47.90859131,5.910634533,90.40332704,mango
34,56,76,33.4126864,35.42910045,7.966605025,73.50734019,pigeonpeas
127,37,23,24.87663664,76.30050373,6.6916904760000016,67.06459777,cotton
30,67,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram
14,27,38,35.63627319,48.97047762,6.107054807999999,112.459697,mango
4,19,12,27.95639663,83.52706038,6.99104104,182.026807,mungbean
106,20,54,29.73019662,90.97015715,6.353107392999999,48.99390828,muskmelon
100,46,19,24.18586246,76.04203958,6.65542839,157.1215052,cotton
109,23,51,25.11711046,68.48030408,6.106500787000001,40.228644,coffee
113,21,34,26.02241444,55.83288958,6.811291098,89.74409017,coffee
17,30,30,29.03065024,90.79093862,6.6477659970000005,205.0119649,coconut
35,18,26,31.99490489,50.84881347,5.562911913,156.6732553,mothbeans
37,73,19,29.50304807,63.46513414,6.320768488,56.68833819,pigeonpeas
91,63,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice
4,55,19,31.01274943,62.40392519,6.631005298,81.49543437,mothbeans
58,55,47,26.05375792,93.69111672,5.928068157000001,59.75980023,papaya
110,71,55,28.67208915,82.20793613,6.088064451,117.229079,banana
114,94,54,26.33544853,76.8532006,6.190757458999999,118.6858263,banana
94,15,45,23.39128187,61.74427165,6.538006356,48.01138482,maize
15,54,15,27.18722822,57.03184356,8.35495812,44.86052932,coconut
102,73,52,27.9122104,83.36307683,6.715587232000001,68.97806542,banana
7,14,26,31.2123945,40.92604945,5.702484758,212.867626,mothbeans
96,18,51,25.3310446,84.30533791,6.209888345,44.20656987,watermelon
94,50,46,38.4418717,93.63739039,6.349606327,270.4417274,papaya
4,23,35,18.07132963,93.14554876,6.027707171,149.2433497,pomegranate
57,64,45,26.68386496,92.9585411,6.583760498999999,62.50689682,papaya
60,36,43,23.43121862,83.06310136,7.140437859,52.93031105,rice
2,38,20,22.10621387,91.34039616,7.432043735,86.84998693,pomegranate
28,65,24,28.38686534,61.88871127,7.405115128,149.1199989,banana
118,87,55,25.44926208,79.49221962,6.421648487,165.4113371,banana
36,54,46,42.54744013,94.94482086,6.662875839,214.41038480000003,pomegranate
2,24,38,24.55981624,91.6353627,6.98803532,43.78420984,pomegranate
97,16,45,26.47522633,78.51833782,6.291540277999999,50.55710813,banana
2,21,25,18.92157197,87.31290342,7.00733163,194.8773479,pomegranate
26,18,6,27.45907759,92.90736493,6.929216014,105.21329,coconut
29,78,23,24.01825377,53.76623369,5.982854522999999,195.787103,mothbeans
56,67,78,16.57445618,16.71826572,8.255450758,77.81891424,chickpea
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,coffee
103,33,33,26.71717393,50.50148528,7.277422737999999,176.90209240000004,coffee
17,59,19,18.416700100000003,23.42829938,6.6695294160000005,177.3377996,kidneybeans
74,43,23,26.1249279,61.89082199,6.325235159,99.57981207,coffee
7,56,22,18.31357543,24.32991649,6.904587016,54.96121262,kidneybeans
18,55,23,21.9989826,56.31006755,6.98571967,136.82743119999998,kidneybeans
6,13,33,27.31155708,99.96906006,5.85971872,205.5463111,coconut
117,79,47,25.40909896,82.36208097,6.435785799,91.34276507,banana
95,55,41,26.79533926,82.1480873,6.434610995,184.7674863,rice
108,7,48,25.16278247,84.97849241,6.956508826,54.38748495,banana
95,57,41,23.25525555,73.65346838,4.653437902,111.0843029,jute
113,21,34,26.02241444,55.83288958,7.234258375,119.6324109,coffee
16,26,13,32.31944397,93.67804556,6.196907944,117.6236473,orange
2,38,24,28.89409382,54.80750249,7.59781958,90.07326633,mango
20,29,32,25.09897688,92.36099489,5.870116071,95.94035356,coconut
21,30,20,25.60033702,99.7240104,6.647965508,37.44800463,coconut
24,38,20,24.47876451,58.51663927,5.794289715,62.20279647,mothbeans
81,45,21,19.32666088,68.03449300000001,6.192360002999999,84.22969177,maize
30,143,202,23.76881552,90.59810302,6.769415887999999,44.56598352,apple
90,23,55,28.55852465,90.45773041,6.159020864,27.26588346,muskmelon
20,60,22,27.3254209,69.09047809,6.726469087999999,61.19250859,blackgram
92,29,45,23.35723208,55.18792166,5.543360237999999,286.5083725,coffee
42,58,19,27.45853567,62.90020977,5.791649933,101.5952794,blackgram
20,60,25,29.65052947,42.89833235,5.685937166,128.256862,pigeonpeas
112,54,15,28.52396666,55.77264351,6.978400282000001,43.15411472,mothbeans
109,23,35,25.11711046,68.48030408,6.229498836,124.4683112,coffee
21,27,9,24.88244467,89.39686219,6.157135092000001,119.3936976,pomegranate
35,58,20,29.38538562,63.47742011,5.761702519,191.9535738,pigeonpeas
119,22,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon
87,25,48,27.02561692,90.02696201,6.776987974,21.90440445,watermelon
32,55,19,26.45707778,86.40228277,6.005242945,32.05025323,mothbeans
4,24,42,22.40423537,88.1508343,6.224066378,49.29456609,pomegranate
102,71,48,28.65456263,79.28693687,6.195152442,91.46442491,banana
39,36,19,29.34317422,60.50320928,7.183189922,43.4826194,mothbeans
2,56,20,28.07219563,82.9116472,6.051091339,74.87445574,mungbean
114,94,47,26.33544853,76.8532006,6.387431382999999,90.81250457,banana
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,jute
111,5,55,27.59350075,91.79742953,6.612747999,40.12650421,muskmelon
32,121,199,39.37102553,81.25353895,6.1982663,69.929390357,grapes
26,29,13,28.27298134,96.93649473,7.511755067999999,101.2847738,coconut
2,140,196,22.69780133,92.82223419,5.732453638,65.34440794,apple
95,8,16,27.39489579,83.31172003,6.9670577620000005,106.3602023,banana
88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,banana
4,43,22,29.02955344,61.09387478,6.330554389,74.52082026,mothbeans
15,71,17,28.84270971,99.64328526,6.234330356,71.07562236,coconut
42,73,19,31.01274943,62.40392519,6.814341946,90.4547185,mothbeans
19,10,10,14.78003032,91.22062116,6.118430299,100.1961762,coconut
30,79,22,28.79929247,69.48515056,6.254216611,48.60449438,mothbeans
117,37,33,23.1069385,67.06230539,7.43232227,136.3027766,coffee
99,40,26,24.18471151,69.94807345,5.568365926,145.54144130000003,coffee
39,145,201,31.21126647,80.58931938,5.775600435,72.2423028471,pigeonpeas
2,24,38,21.55981624,91.63236236,6.988035315,110.2437841,pomegranate
80,18,29,21.02952505,58.84880599,6.703270635,161.8944624,coffee
39,78,15,21.35499456,62.60136323,5.928607706000002,69.68862306,lentil
63,47,39,26.3249212,89.05587886,6.676578778,135.16945249999998,coffee
104,25,55,29.81196601,90.36881284,6.123802502,22.68766503,watermelon
42,41,20,31.01274943,62.40392819,7.422318499,199.4766779,mothbeans
67,58,39,25.2827223,80.54372813,5.453592032,216.3613268,coffee
8,26,29,18.78359608,87.4024767,6.25449571,171.6262299,pomegranate
44,59,49,19.0087067,88.819701,6.225225238999999,116.1616839,pomegranate
83,21,54,29.54097171,92.91778307,6.862157042000001,55.50429227,muskmelon
20,41,15,29.57329479,88.07505524,4.61136408,33.84110759,mungbean
36,43,20,28.36319404,84.8593608,6.2006719760000015,81.15072105,mungbean
